experiment,well,celltype,analyte,nocodazole_dose_ng_ml,treatment,dose_uM,time_in_noc_min,aim,cell_id,data_table,complete,imin,imax,tstep,comment,curated,meta,ana
2692,G6,HeLa,Securin-eGFP,100,RO-3306,1.7,254,test acute SAC abrogation with increasing CDK1 inhibition,2692_G6S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/G6S1 (3).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,G6,HeLa,Securin-eGFP,100,RO-3306,1.7,254,test acute SAC abrogation with increasing CDK1 inhibition,2692_G6S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/G6S1 (4).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,G6,HeLa,Securin-eGFP,100,RO-3306,1.7,254,test acute SAC abrogation with increasing CDK1 inhibition,2692_G6S1 (5),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/G6S1 (5).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2702,C5,HeLa,Securin-eGFP,100,Reversine,0.125,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_C5S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/C5S2.csv,1,6,600,1,beautiful acceleration,1,0,0
2702,C5,HeLa,Securin-eGFP,100,Reversine,0.125,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_C5S2 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/C5S2 (2).csv,1,6,600,1,beautiful acceleration,1,0,0
2702,C5,HeLa,Securin-eGFP,100,Reversine,0.125,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_C5S2 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/C5S2 (3).csv,1,6,600,1,no comment,1,0,0
2702,C5,HeLa,Securin-eGFP,100,Reversine,0.125,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_C5S2 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/C5S2 (4).csv,1,6,600,1,no comment,1,0,0
2702,C5,HeLa,Securin-eGFP,100,Reversine,0.125,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_C5S2 (5),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/C5S2 (5).csv,1,6,600,1,no comment,1,0,0
2702,D5,HeLa,Securin-eGFP,100,Reversine,0.5,53,test acute SAC abrogation with increasing Mps1 inhibition,2702_D5S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D5S2.csv,1,6,45,1,no comment,1,0,0
2702,D5,HeLa,Securin-eGFP,100,Reversine,0.5,53,test acute SAC abrogation with increasing Mps1 inhibition,2702_D5S2 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D5S2 (2).csv,1,6,45,1,no comment,1,0,0
2702,D5,HeLa,Securin-eGFP,100,Reversine,0.5,53,test acute SAC abrogation with increasing Mps1 inhibition,2702_D5S2 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D5S2 (3).csv,1,6,45,1,no comment,1,0,0
2702,D5,HeLa,Securin-eGFP,100,Reversine,0.5,53,test acute SAC abrogation with increasing Mps1 inhibition,2702_D5S4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D5S4.csv,1,6,45,1,no comment,1,0,0
2702,D5,HeLa,Securin-eGFP,100,Reversine,0.5,53,test acute SAC abrogation with increasing Mps1 inhibition,2702_D5S4 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D5S4 (2).csv,1,6,45,1,no comment,1,0,0
2702,D5,HeLa,Securin-eGFP,100,Reversine,0.5,53,test acute SAC abrogation with increasing Mps1 inhibition,2702_D5S4 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D5S4 (3).csv,1,6,45,1,no comment,1,0,0
2702,D6,HeLa,Securin-eGFP,100,noc_only,0,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_D6S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D6S1.csv,0,0,600,0,"onset visible, but not imaged long enough",1,0,0
2702,D6,HeLa,Securin-eGFP,100,noc_only,0,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_D6S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D6S1 (2).csv,0,0,600,0,"onset visible, but not imaged long enough",1,0,0
2702,D6,HeLa,Securin-eGFP,100,noc_only,0,233,test acute SAC abrogation with increasing Mps1 inhibition,2702_D6S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/D6S1 (3).csv,0,0,600,0,"onset visible, but not imaged long enough",1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S1.csv,1,6,80,1,no comment,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S1 (2).csv,1,41,120,1,looks weird!,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S2.csv,0,0,120,0,"onset visible, but not imaged long enough",1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S2 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S2 (2).csv,1,6,120,1,no comment,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S2 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S2 (3).csv,1,45,120,1,looks weird!,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S3.csv,1,6,120,1,no comment,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S3 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S3 (2).csv,1,6,120,1,strange pattern!,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S3 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S3 (3).csv,1,26,120,1,looks weird,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S3 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S3 (4).csv,1,32,120,1,looks weird,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S3 (5),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S3 (5).csv,0,0,120,0,"onset visible, but not imaged long enough",1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S4.csv,1,6,120,1,no comment,1,0,0
2702,E5,HeLa,Securin-eGFP,100,Reversine,0.25,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E5S4 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E5S4 (2).csv,1,6,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S1.csv,1,6,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S1 (2).csv,1,6,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S1 (3).csv,1,6,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S1 (4).csv,1,6,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S1 (5),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S1 (5).csv,1,6,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S1 (6),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S1 (6).csv,1,62,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S1 (7),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S1 (7).csv,1,73,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S2.csv,1,27,80,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S3.csv,1,26,120,1,no comment,1,0,0
2702,E6,HeLa,Securin-eGFP,100,Reversine,1,103,test acute SAC abrogation with increasing Mps1 inhibition,2702_E6S3 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2702/E6S3 (2).csv,1,98,120,1,no comment,1,0,0
2703,B2,HeLa,Securin-eGFP,100,noc_only,0,1094,test acute SAC abrogation with increasing CDK inhibition,2703_B2S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/B2S1.csv,1,6,1200,1,beautiful acceleration,1,0,1046
2703,B2,HeLa,Securin-eGFP,100,noc_only,0,1094,test acute SAC abrogation with increasing CDK inhibition,2703_B2S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/B2S1-2.csv,1,6,1200,1,beautiful acceleration,1,0,1064
2703,B2,HeLa,Securin-eGFP,100,noc_only,0,1094,test acute SAC abrogation with increasing CDK inhibition,2703_B2S4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/B2S4.csv,0,0,1200,0,"onset visible, but not imaged long enough",1,0,0
2703,B2,HeLa,Securin-eGFP,100,noc_only,0,1094,test acute SAC abrogation with increasing CDK inhibition,2703_B2S4-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/B2S4-2.csv,0,0,1200,0,"onset visible, but not imaged long enough",1,0,0
2703,B2,HeLa,Securin-eGFP,100,noc_only,0,1094,test acute SAC abrogation with increasing CDK inhibition,2703_B2S4-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/B2S4-3.csv,1,6,1200,1,no comment,1,0,1010
2703,C3,HeLa,Securin-eGFP,100,RO-3306,1.7,1094,test acute SAC abrogation with increasing CDK inhibition,2703_C3S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/C3S1.csv,1,6,500,1,"manual cutoff, nice acceleration",1,0,0
2703,C3,HeLa,Securin-eGFP,100,RO-3306,1.7,1094,test acute SAC abrogation with increasing CDK inhibition,2703_C3S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/C3S1-2.csv,1,6,517,1,manual cutoff,1,0,0
2703,C3,HeLa,Securin-eGFP,100,RO-3306,1.7,1094,test acute SAC abrogation with increasing CDK inhibition,2703_C3S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/C3S1-3.csv,1,6,250,1,manual cutoff,1,0,0
2703,C3,HeLa,Securin-eGFP,100,RO-3306,1.7,1094,test acute SAC abrogation with increasing CDK inhibition,2703_C3S1-4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/C3S1-4.csv,1,6,600,1,manual cutoff,1,0,0
2703,C3,HeLa,Securin-eGFP,100,RO-3306,1.7,1094,test acute SAC abrogation with increasing CDK inhibition,2703_C3S1-5,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/C3S1-5.csv,1,6,300,1,manual cutoff,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S2.csv,1,6,240,1,no comment,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S2-1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S2-1.csv,1,6,240,1,no comment,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S3.csv,1,6,240,1,no comment,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S3-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S3-2.csv,1,6,240,1,no comment,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S3-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S3-3.csv,1,6,240,1,no comment,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S3-4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S3-4.csv,1,6,240,1,no comment,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S3-5,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S3-5.csv,1,6,240,1,no comment,1,0,0
2703,F2,HeLa,Securin-eGFP,100,RO-3306,3.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_F2S3-6,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/F2S3-6.csv,1,6,240,1,no comment,1,0,0
2703,G2,HeLa,Securin-eGFP,100,RO-3306,6.6,126,test acute SAC abrogation with increasing CDK inhibition,2703_G2S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G2S1.csv,1,6,240,1,no comment,1,0,0
2703,G2,HeLa,Securin-eGFP,100,RO-3306,6.6,126,test acute SAC abrogation with increasing CDK inhibition,2703_G2S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G2S1-2.csv,1,6,240,1,no comment,1,0,0
2703,G2,HeLa,Securin-eGFP,100,RO-3306,6.6,126,test acute SAC abrogation with increasing CDK inhibition,2703_G2S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G2S1-3.csv,1,6,240,1,no comment,1,0,0
2703,G2,HeLa,Securin-eGFP,100,RO-3306,6.6,126,test acute SAC abrogation with increasing CDK inhibition,2703_G2S1-4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G2S1-4.csv,1,6,240,1,no comment,1,0,0
2703,G2,HeLa,Securin-eGFP,100,RO-3306,6.6,126,test acute SAC abrogation with increasing CDK inhibition,2703_G2S1-5,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G2S1-5.csv,1,6,240,1,no comment,1,0,0
2703,G3,HeLa,Securin-eGFP,100,RO-3306,13.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_G3S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G3S2.csv,1,6,50,1,manual cutoff,1,0,0
2703,G3,HeLa,Securin-eGFP,100,RO-3306,13.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_G3S2-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G3S2-2.csv,1,6,48,1,manual cutoff,1,0,0
2703,G3,HeLa,Securin-eGFP,100,RO-3306,13.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_G3S4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G3S4.csv,1,6,49,1,manual cutoff,1,0,0
2703,G3,HeLa,Securin-eGFP,100,RO-3306,13.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_G3S4-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G3S4-2.csv,1,6,51,1,no comment,1,0,0
2703,G3,HeLa,Securin-eGFP,100,RO-3306,13.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_G3S4-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G3S4-3.csv,1,6,48,1,manual cutoff,1,0,0
2703,G3,HeLa,Securin-eGFP,100,RO-3306,13.3,126,test acute SAC abrogation with increasing CDK inhibition,2703_G3S4-4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2703/G3S4-4.csv,1,6,50,1,manual cutoff,1,0,0
2717,B3,HeLa,H2B-mCherry,0,untreated,0,0,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B3S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B3S1.csv,1,55,100,1,rounding!?,1,0,0
2717,B3,HeLa,H2B-mCherry,0,untreated,0,0,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B3S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B3S1-2.csv,1,85,159,1,"manual cutoff, roundig?",1,0,0
2717,B3,HeLa,H2B-mCherry,0,untreated,0,0,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B3S1-2-ana,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B3S1-2-ana.csv,1,117,159,1,"manual cutoff, rounding?",1,0,0
2717,B3,HeLa,H2B-mCherry,0,untreated,0,0,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B3S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B3S1-3.csv,1,71,169,1,manual cutoff,1,0,0
2717,B3,HeLa,H2B-mCherry,0,untreated,0,0,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B3S1-3-ana,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B3S1-3-ana.csv,1,117,169,1,manual cutoff,1,0,0
2717,B3,HeLa,H2B-mCherry,0,untreated,0,0,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B3S1-ana,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B3S1-ana.csv,1,78,106,1,manual cutoff,1,0,0
2717,B6,HeLa,H2B-mCherry,100,RO-3306,5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B6S3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B6S3.csv,1,6,91,1,manual cutoff,1,0,0
2717,B6,HeLa,H2B-mCherry,100,RO-3306,5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B6S3_2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B6S3_2.csv,1,6,93,1,manual cutoff,1,0,0
2717,B6,HeLa,H2B-mCherry,100,RO-3306,5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B6S3_2small,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B6S3_2small.csv,1,6,100,1,"manual cutoff, looks weirtd",1,0,0
2717,B6,HeLa,H2B-mCherry,100,RO-3306,5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_B6S3_small,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/B6S3_small.csv,1,6,93,1,"manual cutoff, looks weird",1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1.csv,1,6,159,1,"manual cutoff, looks weird",1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-2.csv,1,6,159,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-2-small,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-2-small.csv,1,6,158,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-2decond,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-2decond.csv,1,109,155,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-3.csv,1,6,155,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-3-decond,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-3-decond.csv,1,121,155,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-3small,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-3small.csv,1,6,170,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-decon,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-decon.csv,1,125,158,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S1-small,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S1-small.csv,1,6,158,1,manual cutoff,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S2.csv,1,6,240,1,no comment,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S2-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S2-2.csv,1,6,240,1,no comment,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S2-2decon,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S2-2decon.csv,1,56,240,1,no comment,1,0,0
2717,C6,HeLa,H2B-mCherry,100,RO-3306,2.5,369,measure effect of cell rounding/flattening in cells (transfection with soluble GFP),2717_C6S2decon,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2717/C6S2decon.csv,1,66,240,1,no comment,1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1.csv,1,6,50,1,manual cutoff,1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1 (2).csv,1,6,50,1,manual cutoff,1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1 (3).csv,1,6,50,1,manual cutoff,1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1 (4).csv,1,6,50,1,manual cutoff,1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1 (5),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1 (5).csv,1,16,93,1,"pretty noisy, manual cutoff",1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1 (6),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1 (6).csv,1,7,55,1,manual cutoff,1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1 (7),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1 (7).csv,1,14,93,1,manual cutoff,1,0,0
2738,B11,RPE1,CyclinB-venus,100,Reversine,1,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_B11S1 (8),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/B11S1 (8).csv,1,63,93,1,manual cutoff,1,0,0
2738,C11,RPE1,CyclinB-venus,100,RO-3306,20,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_C11S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/C11S1.csv,1,6,50,1,no comment,1,0,0
2738,C11,RPE1,CyclinB-venus,100,RO-3306,20,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_C11S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/C11S1 (2).csv,1,6,50,1,manual cutoff,1,0,0
2738,C11,RPE1,CyclinB-venus,100,RO-3306,20,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_C11S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/C11S1 (3).csv,1,6,50,1,manual cutoff,1,0,0
2738,C11,RPE1,CyclinB-venus,100,RO-3306,20,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_C11S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/C11S1 (4).csv,1,6,49,1,manual cutoff,1,0,0
2738,D11,RPE1,CyclinB-venus,100,RO-3306,10,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_D11S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/D11S1.csv,1,6,50,1,manual cutoff,1,0,0
2738,D11,RPE1,CyclinB-venus,100,RO-3306,10,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_D11S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/D11S1 (2).csv,1,6,50,1,manual cutoff,1,0,0
2738,D11,RPE1,CyclinB-venus,100,RO-3306,10,135,test acute SAC abrogation with increasing CDK/Mps1 inhibition,2738_D11S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2738/D11S1 (3).csv,1,6,50,1,manual cutoff,1,0,0
