"experiment","well","celltype","analyte","nocodazole_dose_ng_ml","treatment","dose_uM","time_in_noc_min","aim","cell_id","data_table"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S2 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S2 (2).csv"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S2 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S2 (3).csv"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S3.csv"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S3 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S3 (2).csv"
2692,"G6","HeLa","Securin-eGFP",100,"RO-3306",1.7,254,"test acute SAC abrogation with increasing CDK1 inhibition","2692_G6S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/G6S1.csv"
2692,"G6","HeLa","Securin-eGFP",100,"RO-3306",1.7,254,"test acute SAC abrogation with increasing CDK1 inhibition","2692_G6S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/G6S1 (2).csv"
2692,"G6","HeLa","Securin-eGFP",100,"RO-3306",1.7,254,"test acute SAC abrogation with increasing CDK1 inhibition","2692_G6S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/G6S1 (3).csv"
2692,"G6","HeLa","Securin-eGFP",100,"RO-3306",1.7,254,"test acute SAC abrogation with increasing CDK1 inhibition","2692_G6S1 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/G6S1 (4).csv"
2692,"G6","HeLa","Securin-eGFP",100,"RO-3306",1.7,254,"test acute SAC abrogation with increasing CDK1 inhibition","2692_G6S1 (5)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/G6S1 (5).csv"
2702,"C5","HeLa","Securin-eGFP",100,"Reversine",0.125,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_C5S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/C5S2.csv"
2702,"C5","HeLa","Securin-eGFP",100,"Reversine",0.125,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_C5S2 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/C5S2 (2).csv"
2702,"C5","HeLa","Securin-eGFP",100,"Reversine",0.125,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_C5S2 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/C5S2 (3).csv"
2702,"C5","HeLa","Securin-eGFP",100,"Reversine",0.125,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_C5S2 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/C5S2 (4).csv"
2702,"C5","HeLa","Securin-eGFP",100,"Reversine",0.125,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_C5S2 (5)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/C5S2 (5).csv"
2702,"D5","HeLa","Securin-eGFP",100,"Reversine",0.5,53,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D5S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D5S2.csv"
2702,"D5","HeLa","Securin-eGFP",100,"Reversine",0.5,53,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D5S2 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D5S2 (2).csv"
2702,"D5","HeLa","Securin-eGFP",100,"Reversine",0.5,53,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D5S2 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D5S2 (3).csv"
2702,"D5","HeLa","Securin-eGFP",100,"Reversine",0.5,53,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D5S4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D5S4.csv"
2702,"D5","HeLa","Securin-eGFP",100,"Reversine",0.5,53,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D5S4 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D5S4 (2).csv"
2702,"D5","HeLa","Securin-eGFP",100,"Reversine",0.5,53,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D5S4 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D5S4 (3).csv"
2702,"D6","HeLa","Securin-eGFP",100,"noc_only",0.0,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D6S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D6S1.csv"
2702,"D6","HeLa","Securin-eGFP",100,"noc_only",0.0,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D6S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D6S1 (2).csv"
2702,"D6","HeLa","Securin-eGFP",100,"noc_only",0.0,233,"test acute SAC abrogation with increasing Mps1 inhibition","2702_D6S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/D6S1 (3).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S1.csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S1 (2).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S2.csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S2 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S2 (2).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S2 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S2 (3).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S3.csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S3 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S3 (2).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S3 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S3 (3).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S3 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S3 (4).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S3 (5)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S3 (5).csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S4.csv"
2702,"E5","HeLa","Securin-eGFP",100,"Reversine",0.25,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E5S4 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E5S4 (2).csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S1.csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S1 (2).csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S1 (3).csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S1 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S1 (4).csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S1 (5)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S1 (5).csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S1 (6)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S1 (6).csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S1 (7)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S1 (7).csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S2.csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S3.csv"
2702,"E6","HeLa","Securin-eGFP",100,"Reversine",1.0,103,"test acute SAC abrogation with increasing Mps1 inhibition","2702_E6S3 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2702/E6S3 (2).csv"
2703,"B2","HeLa","Securin-eGFP",100,"noc_only",0.0,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_B2S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/B2S1.csv"
2703,"B2","HeLa","Securin-eGFP",100,"noc_only",0.0,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_B2S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/B2S1-2.csv"
2703,"B2","HeLa","Securin-eGFP",100,"noc_only",0.0,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_B2S4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/B2S4.csv"
2703,"B2","HeLa","Securin-eGFP",100,"noc_only",0.0,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_B2S4-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/B2S4-2.csv"
2703,"B2","HeLa","Securin-eGFP",100,"noc_only",0.0,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_B2S4-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/B2S4-3.csv"
2703,"C3","HeLa","Securin-eGFP",100,"RO-3306",1.7,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_C3S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/C3S1.csv"
2703,"C3","HeLa","Securin-eGFP",100,"RO-3306",1.7,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_C3S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/C3S1-2.csv"
2703,"C3","HeLa","Securin-eGFP",100,"RO-3306",1.7,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_C3S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/C3S1-3.csv"
2703,"C3","HeLa","Securin-eGFP",100,"RO-3306",1.7,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_C3S1-4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/C3S1-4.csv"
2703,"C3","HeLa","Securin-eGFP",100,"RO-3306",1.7,1094,"test acute SAC abrogation with increasing CDK inhibition","2703_C3S1-5","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/C3S1-5.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S2.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S2-1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S2-1.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S3.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S3-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S3-2.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S3-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S3-3.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S3-4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S3-4.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S3-5","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S3-5.csv"
2703,"F2","HeLa","Securin-eGFP",100,"RO-3306",3.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_F2S3-6","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/F2S3-6.csv"
2703,"G2","HeLa","Securin-eGFP",100,"RO-3306",6.6,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G2S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G2S1.csv"
2703,"G2","HeLa","Securin-eGFP",100,"RO-3306",6.6,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G2S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G2S1-2.csv"
2703,"G2","HeLa","Securin-eGFP",100,"RO-3306",6.6,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G2S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G2S1-3.csv"
2703,"G2","HeLa","Securin-eGFP",100,"RO-3306",6.6,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G2S1-4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G2S1-4.csv"
2703,"G2","HeLa","Securin-eGFP",100,"RO-3306",6.6,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G2S1-5","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G2S1-5.csv"
2703,"G3","HeLa","Securin-eGFP",100,"RO-3306",13.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G3S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G3S2.csv"
2703,"G3","HeLa","Securin-eGFP",100,"RO-3306",13.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G3S2-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G3S2-2.csv"
2703,"G3","HeLa","Securin-eGFP",100,"RO-3306",13.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G3S4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G3S4.csv"
2703,"G3","HeLa","Securin-eGFP",100,"RO-3306",13.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G3S4-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G3S4-2.csv"
2703,"G3","HeLa","Securin-eGFP",100,"RO-3306",13.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G3S4-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G3S4-3.csv"
2703,"G3","HeLa","Securin-eGFP",100,"RO-3306",13.3,126,"test acute SAC abrogation with increasing CDK inhibition","2703_G3S4-4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2703/G3S4-4.csv"
2717,"B3","HeLa","H2B-mCherry",0,"untreated",0.0,0,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B3S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B3S1.csv"
2717,"B3","HeLa","H2B-mCherry",0,"untreated",0.0,0,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B3S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B3S1-2.csv"
2717,"B3","HeLa","H2B-mCherry",0,"untreated",0.0,0,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B3S1-2-ana","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B3S1-2-ana.csv"
2717,"B3","HeLa","H2B-mCherry",0,"untreated",0.0,0,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B3S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B3S1-3.csv"
2717,"B3","HeLa","H2B-mCherry",0,"untreated",0.0,0,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B3S1-3-ana","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B3S1-3-ana.csv"
2717,"B3","HeLa","H2B-mCherry",0,"untreated",0.0,0,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B3S1-ana","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B3S1-ana.csv"
2717,"B6","HeLa","H2B-mCherry",100,"RO-3306",5.0,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B6S3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B6S3.csv"
2717,"B6","HeLa","H2B-mCherry",100,"RO-3306",5.0,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B6S3_2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B6S3_2.csv"
2717,"B6","HeLa","H2B-mCherry",100,"RO-3306",5.0,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B6S3_2small","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B6S3_2small.csv"
2717,"B6","HeLa","H2B-mCherry",100,"RO-3306",5.0,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_B6S3_small","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/B6S3_small.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-2.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-2-small","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-2-small.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-2decond","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-2decond.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-3.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-3-decond","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-3-decond.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-3small","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-3small.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-decon","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-decon.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S1-small","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S1-small.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S2.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S2-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S2-2.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S2-2decon","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S2-2decon.csv"
2717,"C6","HeLa","H2B-mCherry",100,"RO-3306",2.5,369,"measure effect of cell rounding/flattening in cells (transfection with soluble GFP)","2717_C6S2decon","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2717/C6S2decon.csv"
2738,"B11","RPE1","CyclinB-venus",100,"Reversine",1.0,135,"test acute SAC abrogation with increasing CDK/Mps1 inhibition","2738_B11S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2738/B11S1.csv"
2738,"B11","RPE1","CyclinB-venus",100,"Reversine",1.0,135,"test acute SAC abrogation with increasing CDK/Mps1 inhibition","2738_B11S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2738/B11S1 (2).csv"
2738,"B11","RPE1","CyclinB-venus",100,"Reversine",1.0,135,"test acute SAC abrogation with increasing CDK/Mps1 inhibition","2738_B11S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2738/B11S1 (3).csv"
